,author,title,year,Categories Y-Yes; N-No; TBC-to be confirmed with full-text reading,Reason,Data encoding status,Note,
163,"Ramos, R and Garnier, R and Gonzalez-Solis, J and Boulinier, T",Long Antibody Persistence and Transgenerational Transfer of Immunity in a Long-Lived Vertebrate,2014,N,Not ageing,,,
164,"Doody, JS",Larval growth rate of known age Ambystoma opacum in Louisiana under natural conditions,1996,N,Not bird,,,
165,"Kemp, DJ","Ageing, reproductive value, and the evolution of lifetime fighting behaviour",2006,N,Not trans-generational,,,
166,"Torres, R and Drummond, H and Velando, A",Parental Age and Lifespan Influence Offspring Recruitment: A Long-Term Study in a Seabird,2011,Y,,Y,,
167,"Hayward, AD and Wilson, AJ and Pilkington, JG and Clutton-Brock, TH and Pemberton, JM and Kruuk, LEB",Reproductive senescence in female Soay sheep: variation across traits and contributions of individual ageing and selective disappearance,2013,N,Not bird,,,
168,"Orizaola, G and Richter-Boix, A and Laurila, A",Transgenerational effects and impact of compensatory responses to changes in breeding phenology on antipredator defenses,2016,N,Not ageing,,,
169,"Hunt, J and Jennions, MD and Spyrou, N and Brooks, R",Artificial selection on male longevity influences age-dependent reproductive effort in the black field cricket Teleogryllus commodus,2006,N,Not bird,,,
170,"Laws, RJ and Townsend, SM and Nakagawa, S and Jamieson, IG",Limited inbreeding depression in a bottlenecked population is age but not environment dependent,2010,N,Not trans-generational,,,
171,"Pauliny, A and Wagner, RH and Augustin, J and Szep, T and Blomqvist, D",Age-independent telomere length predicts fitness in two bird species,2006,N,Not trans-generational,,,
172,"Danko, MJ and Burger, O and Argasinski, K and Kozlowski, J","Extrinsic Mortality Can Shape Life-History Traits, Including Senescence",2018,N,Not trans-generational,,,
173,"Zaporozhets, OM and Zaporozhets, GV",Some consequences of Pacific salmon hatchery production in Kamchatka: changes in age structure and contributions to natural spawning populations,2012,N,Not bird,,,
174,"Eriksson, G and Liden, K",Dietary life histories in Stone Age Northern Europe,2013,N,Not ageing,,,
175,"Moorad, JA",A DEMOGRAPHIC TRANSITION ALTERED THE STRENGTH OF SELECTION FOR FITNESS AND AGE-SPECIFIC SURVIVAL AND FERTILITY IN A 19TH CENTURY AMERICAN POPULATION,2013,N,Not trans-generational,,,
176,"Remes, V",Avian growth and development rates and age-specific mortality: the roles of nest predation and adult mortality,2007,N,Not trans-generational,,,
177,"Plasman, M and Sandoval-Zapotitla, E and Torres, R",Immune response declines with age in a wild lizard,2019,N,Not bird,,,
178,"Ibler, B and Fischer, K",Costs of reproduction-A demographical approach to examine life-history trade-offs in two old-world deer species,2016,N,Not bird,,,
179,"Anderson, JA and Johnston, RA and Lea, AJ and Campos, FA and Voyles, TN and Akinyi, MY and Alberts, SC and Archie, EA and Tung, J",High social status males experience accelerated epigenetic aging in wild baboons,2021,N,Not bird,,,
180,"Baxter, CM and Dukas, R",Life history of aggression: effects of age and sexual experience on male aggression towards males and females,2017,N,Not trans-generational,,,
181,"Berger, V and Lemaitre, JF and Dupont, P and Allaine, D and Gaillard, JM and Cohas, A",Age-specific survival in the socially monogamous alpine marmot (Marmota marmota): evidence of senescence,2016,N,Not bird,,,
182,"Heidinger, BJ and Nisbet, ICT and Ketterson, ED",Older parents are less responsive to a stressor in a long-lived seabird: a mechanism for increased reproductive performance with age?,2006,N,Not trans-generational,,,
183,"Barve, S and Mason, NA","Interspecific competition affects evolutionary links between cavity nesting, migration and clutch size in Old World flycatchers (Muscicapdae)",2015,N,Not trans-generational,,,
184,"Mauck, RA and Huntington, CE and Grubb, TC",Age-specific reproductive success: Evidence for the selection hypothesis,2004,N,Not trans-generational,,,
185,"Dowling, DK and Williams, BR and Garcia-Gonzalez, F",Maternal sexual interactions affect offspring survival and ageing,2014,N,Not trans-generational,,,
186,"Kirkwood, TBL",Evolution of ageing,2002,N,Not trans-generational,,,
187,"Hamalainen, A and Raharivololona, B and Ravoniarimbinina, P and Kraus, C",Host sex and age influence endoparasite burdens in the gray mouse lemur,2015,N,Not bird,,,
188,"Herwig, JN and Depczynski, M and Roberts, JD and Semmens, JM and Gagliano, M and Heyward, AJ",Using Age-Based Life History Data to Investigate the Life Cycle and Vulnerability of Octopus cyanea,2012,N,Not bird,,,
189,"Froy, H and Lewis, S and Catry, P and Bishop, CM and Forster, IP and Fukuda, A and Higuchi, H and Phalan, B and Xavier, JC and Nussey, DH and Phillips, RA",Age-Related Variation in Foraging Behaviour in the Wandering Albatross at South Georgia: No Evidence for Senescence,2015,N,Not trans-generational,,,
190,"Schindler, S and Tuljapurkar, S and Gaillard, JM and Coulson, T",Linking the population growth rate and the age-at-death distribution,2012,N,Not trans-generational,,,
191,"Wlodarczyk, R and Minias, P",Age-related differences in reproductive success support the selection hypothesis in a Mute Swan population,2020,N,Not trans-generational,,,
192,"Kralick, AE and Burgess, ML and Glowacka, H and Arbenz-Smith, K and McGrath, K and Ruff, CB and Chan, KC and Cranfield, MR and Stoinski, TS and Bromage, TG and Mudakikwa, A and McFarlin, SC",A radiographic study of permanent molar development in wild Virunga mountain gorillas of known chronological age from Rwanda,2017,N,Not bird,,,
193,"Bech, C and Chappell, MA and Astheimer, LB and Londono, GA and Buttemer, WA",A 'slow pace of life' in Australian old-endemic passerine birds is not accompanied by low basal metabolic rates,2016,N,Not trans-generational,,,
194,"Delaney, DM and Hoekstra, LA and Janzen, FJ",Age Predicts Risky Investment Better Than Residual Reproductive Value,2021,N,Not trans-generational,,,
195,"Kachel, AF and Premo, LS and Hublin, JJ",Modeling the Effects of Weaning Age on Length of Female Reproductive Period: Implications for the Evolution of Human Life History,2011,N,Not bird,,,
196,"van Lieshout, SHJ and Sparks, AM and Bretman, A and Newman, C and Buesching, CD and Burke, T and Macdonald, DW and Dugdale, HL","Estimation of environmental, genetic and parental age at conception effects on telomere length in a wild mammal",2021,N,Not bird,,,
197,"Phillips, SR and Goldberg, TL and Muller, MN and Machanda, ZP and Otali, E and Friant, S and Carag, J and Langergraber, KE and Mitani, JC and Wroblewski, EE and Wrangham, RW and Thompson, ME",Faecal parasites increase with age but not reproductive effort in wild female chimpanzees,2020,N,Not bird,,,
198,"van den Heuvel, J and English, S and Uller, T",Disposable Soma Theory and the Evolution of Maternal Effects on Ageing,2016,N,Not bird,,Can be used in discussion?,
199,"Vollset, KW and Barlaup, BT and Skoglund, H and Normann, ES and Skilbrei, OT",Salmon lice increase the age of returning Atlantic salmon,2014,N,Not bird,,,
200,"Kowald, A and Kirkwood, TBL",Evolutionary significance of ageing in the wild,2015,N,Not trans-generational,,,
201,"Jimenez-Guri, E and Roberts, KE and Garcia, FC and Tourmente, M and Longdon, B and Godley, BJ",Transgenerational effects on development following microplastic exposure in Drosophila melanogaster,2021,N,Not bird,,,
202,"Partridge, L and Barton, NH",On measuring the rate of ageing,1996,N,Not trans-generational,,,
203,"Lu, JJ and Tan, DY and Baskin, CC and Baskin, JM",Effects of germination season on life history traits and on transgenerational plasticity in seed dormancy in a cold desert annual,2016,N,Not ageing,,,
204,"Ahti, PA and Uusi-Heikkila, S and Marjomaki, TJ and Kuparinen, A",Age is not just a number-Mathematical model suggests senescence affects how fish populations respond to different fishing regimes,2021,N,Not bird,,,
205,"Roach, DA and Gampe, J",Age-specific demography in Plantago: Uncovering age-dependent mortality in a natural population,2004,N,Not bird,,,
206,"Broussard, DR and Michener, GR and Risch, TS and Dobson, FS",Somatic senescence: evidence from female Richardson's ground squirrels,2005,N,Not bird,,,
207,"Blarer, A and Doebeli, M and Stearns, SC",Diagnosing senescence: Inferring evolutionary causes from phenotypic patterns can be misleading,1995,N,Not trans-generational,,,
208,"Lendvai, AZ and Giraudeau, M and Bokony, V and Angelier, F and Chastel, O",Within-individual plasticity explains age-related decrease in stress response in a short-lived bird,2015,N,Not trans-generational,,,
209,"Grant, TA and Shaffer, TL and Madden, EM and Pietz, PJ",Time-specific variation in passerine nest survival: New insights into old questions,2005,N,Not trans-generational,,,
210,"Hayward, AD and Lummaa, V and Bazykin, GA",Fitness Consequences of Advanced Ancestral Age over Three Generations in Humans,2015,N,Not bird,,,
211,"McCleery, RH and Perrins, CM and Sheldon, BC and Charmantier, A",Age-specific reproduction in a long-lived species: the combined effects of senescence and individual quality,2008,N,Not trans-generational,,,
212,"Roff, DA and Remes, V and Martin, TE",The evolution of fledging age in songbirds,2005,N,Not trans-generational,,,
213,"Hatch, MI and Westneat, DF",Age-related patterns of reproductive success in house sparrows Passer domesticus,2007,N,Not trans-generational,,,
214,"Sanz-Aguilar, A and Massa, B and Lo Valvo, F and Oro, D and Minguez, E and Tavecchia, G",Contrasting age-specific recruitment and survival at different spatial scales: a case study with the European storm petrel,2009,N,Not trans-generational,,,
215,"Harvanek, ZM and Lyu, Y and Gendron, CM and Johnson, JC and Kondo, S and Promislow, DEL and Pletcher, SD",Perceptive costs of reproduction drive ageing and physiology in male &ITDrosophila&IT,2017,N,Not bird,,,
216,"Seymour, RM and Doncaster, CP",Density dependence triggers runaway selection of reduced senescence,2007,N,Not trans-generational,,,
217,"Sanchez-Macouzet, O and Rodriguez, C and Drummond, H",Better stay together: pair bond duration increases individual fitness independent of age-related variation,2014,N,Not trans-generational,,,
218,"Turrero, P and Horreo, JL and Garcia-Vazquez, E",Same old Salmo? Changes in life history and demographic trends of North Iberian salmonids since the Upper Palaeolithic as revealed by archaeological remains and beast analyses,2012,N,Not bird,,,
219,"Auld, JR and Charmantier, A",Life history of breeding partners alters age-related changes of reproductive traits in a natural population of blue tits,2011,TBC - Y,,Y,,
220,"Tschirren, B and Siitari, H and Saladin, V and Richner, H",Transgenerational immunity in a bird-ectoparasite system: do maternally transferred antibodies affect parasite fecundity or the offspring's susceptibility to fleas?,2009,N,Not ageing,,,
221,"Vergara, P and Aguirre, JI and Fernandez-Cruz, M","Arrival date, age and breeding success in white stork Ciconia ciconia",2007,N,Not trans-generational,,,
222,"Hamalainen, A and Dammhahn, M and Aujard, F and Eberle, M and Hardy, I and Kappeler, PM and Perret, M and Schliehe-Diecks, S and Kraus, C",Senescence or selective disappearance? Age trajectories of body mass in wild and captive populations of a small-bodied primate,2014,N,Not bird,,,
223,"De Coster, G and De Neve, L and Martin-Galvez, D and Therry, L and Lens, L","Variation in innate immunity in relation to ectoparasite load, age and season: a field experiment in great tits (Parus major)",2010,N,Not trans-generational,,,
224,"Bogdanova, MI and Nager, RG and Monaghan, P",Does parental age affect offspring performance through differences in egg quality?,2006,Y,,Y,,
225,"Johnson, JB",Adaptive life-history evolution in the livebearing fish Brachyrhaphis rhabdophora: Genetic basis for parallel divergence in age and size at maturity and a test of predator-induced plasticity,2001,N,Not bird,,,
226,"von Hippel, FA and Smayda, LC and Zimmerman, CE and Bell, MA",Validation of daily growth increments in otoliths to age threespine stickleback (Gasterosteus aculeatus),2013,N,Not bird,,,
227,"PEDERSEN, B",AN EVOLUTIONARY-THEORY OF CLONAL SENESCENCE,1995,N,Not trans-generational,,,
228,"Choate, BA and Rieske, LK",Life history and age-specific mortality of eastern tent caterpillar (Lepidoptera : Lasiocampidae),2005,N,Not bird,,,
229,"Patrick, SC and Corbeau, A and Reale, D and Weimerskirch, H",Coordination in parental effort decreases with age in a long-lived seabird,2020,TBC - N,Not trans-generational,,,
230,"Ricklefs, RE and Scheuerlein, A",Comparison of aging-related mortality among birds and mammals,2001,N,Not trans-generational,,,
231,"Nisbet, ICT and Arnold, JM and Galbraith, H and Hatch, JJ",Responses of known-aged Common Terns to experimental shortening of the wings,2004,N,Not trans-generational,,,
232,"Urvik, J and Meitern, R and Rattiste, K and Saks, L and Horak, P and Sepp, T",Variation in the Markers of Nutritional and Oxidative State in a Long-Lived Seabird: Associations with Age and Longevity,2016,N,Not trans-generational,,,
233,"Charnov, EL and Skuladottir, U",Dimensionless invariants for the optimal size (age) of sex change,2000,N,Not trans-generational,,,
234,"Ferguson, SH",Using survivorship curves to estimate age of first reproduction in moose Alces alces,2002,N,Not bird,,,
235,"Christe, P and Keller, L and Roulin, A",The predation cost of being a male: implications for sex-specific rates of ageing,2006,N,Not trans-generational,,,
236,"Otero, MA and Grenat, PR and Bionda, CL and Baraquet, M and Pollo, FE and Salas, NE and Martino, AL",Age and growth in an anuran hybrid zone: Fitness-related traits of the diploid/polyploid ground frog complex (genus Odontophrynus) from central Argentina,2021,N,Not bird,,,
237,"Negrey, JD and Behringer, V and Langergraber, KE and Deschner, T","Urinary neopterin of wild chimpanzees indicates that cell-mediated immune activity varies by age, sex, and female reproductive status",2021,N,Not bird,,,
238,"Bercovitch, FB and Loomis, CP and Rieches, RG",AGE-SPECIFIC CHANGES IN REPRODUCTIVE EFFORT AND TERMINAL INVESTMENT IN FEMALE NILE LECHWE,2009,N,Not bird,,,
239,"Campbell, RD and Rosell, F and Newman, C and Macdonald, DW",Age-related changes in somatic condition and reproduction in the Eurasian beaver: Resource history influences onset of reproductive senescence,2017,N,Not bird,,,
240,"Lemaitre, JF and Gaillard, JM and Lackey, LB and Clauss, M and Muller, DWH",Comparing free-ranging and captive populations reveals intra-specific variation in aging rates in large herbivores,2013,N,Not trans-generational,,,
241,"Ulaski, ME and Finkle, H and Westley, PAH",Direction and magnitude of natural selection on body size differ among age-classes of seaward-migrating Pacific salmon,2020,N,Not bird,,,
